id,date,time,lat,long,country,city,area,direction,dist,depth,xm,md,richter,mw,ms,mb
2.00E+13,1995.08.20,12:56:04 AM,40.19,29.66,turkey,bursa,orhaniye_yenisehir,north_east,1.7,7,3.6,3.6,0,,0,0
2.00E+13,1995.10.01,12:51:08 AM,38.09,30.13,turkey,afyonkarahisar,cakici_dinar,north_east,1.7,15,3.9,3.9,0,,0,0
2.00E+13,1995.10.06,12:33:13 AM,38.09,30.13,turkey,afyonkarahisar,cakici_dinar,north_east,1.7,7,3.8,3.8,0,,0,0
2.00E+13,1996.03.21,12:18:04 AM,39.81,40.12,turkey,erzincan,yukaricamurdere_cayirli,north_east,1.7,0,4.3,4.3,0,,0,0
2.00E+13,1996.06.29,12:14:55 AM,38.05,30.11,turkey,afyonkarahisar,aktoprak_dinar,north_east,1.7,12,4.5,4.5,0,,0,0
2.00E+13,1998.07.27,12:46:18 AM,36.96,35.69,turkey,adana,kizildere_ceyhan,north_east,1.7,10,3.6,3.6,0,,0,0
2.00E+13,1999.07.24,12:11:27 AM,39.34,27.77,turkey,manisa,kayrakalti_soma,north_east,1.7,5,3.5,3.5,0,,0,0
2.00E+13,1999.08.18,12:15:55 AM,40.74,30.65,turkey,sakarya,duzyazi_akyazi,north_east,1.7,9,4.2,4.2,0,,0,0
2.00E+13,1999.09.27,12:56:53 AM,39,27.78,turkey,manisa,suleymanli_akhisar,north_east,1.7,1,3.5,3.5,0,,0,0
2.00E+13,1999.11.16,12:09:55 AM,40.73,31.64,turkey,bolu,okcular,north_east,1.7,5,3.5,3.5,0,,0,0
2.00E+13,2001.03.30,12:30:49 AM,38.74,30.86,turkey,afyonkarahisar,kocaoz_cobanlar,north_east,1.7,10,4.2,4.2,0,,0,0
2.00E+13,2003.05.01,12:40:57 AM,39.01,40.42,turkey,bingol,kartal,north_east,1.7,5,3.5,3.5,0,,0,0
2.00E+13,2004.05.12,12:44:25 AM,38.85,43.86,turkey,van,boduragac_ozalp,north_east,1.7,5,3.5,3.5,0,,0,0
2.00E+13,2004.05.20,12:25:07 AM,39.93,40.71,turkey,erzurum,askale,north_east,1.7,10,3.8,3.8,0,,0,0
2.00E+13,2004.07.18,12:03:59 AM,41.06,33.43,turkey,kastamonu,okluk_arac,north_east,1.7,11,4.3,4.3,4.3,,0,4.1
2.00E+13,2004.12.31,12:00:01 AM,37.12,28.25,turkey,mugla,yenibagyaka,north_east,1.7,11,3.8,3.7,3.6,3.8,0,0
2.01E+13,2006.10.04,12:09:53 AM,41.16,34.42,turkey,corum,derekoy_kargi,north_east,1.7,2.6,3.6,3.6,0,,0,0
2.01E+13,2007.02.09,12:51:49 AM,38.45,39.07,turkey,elazig,gozeli_sivrice,north_east,1.7,6.9,3.5,3.5,0,,0,0
2.01E+13,2007.02.28,12:27:47 AM,38.38,39.21,turkey,elazig,dogansu_sivrice,north_east,1.7,4.4,4.8,0,4.8,,0,0
2.01E+13,2007.04.19,12:21:59 AM,38.55,31.22,turkey,afyonkarahisar,yesilciftlik_sultandagi,north_east,1.7,5.3,4,0,4,,0,0
2.01E+13,2007.06.15,12:00:10 AM,37.76,27.42,turkey,aydin,soke,north_east,1.7,4.6,3.9,0,3.9,,0,0
2.01E+13,2007.10.29,12:41:40 AM,36.97,29.24,turkey,denizli,elmali_cameli,north_east,1.7,5,4.4,0,4.4,4.3,0,0
2.01E+13,2009.02.15,12:36:02 AM,37.44,38.62,turkey,sanliurfa,bugdayhuyuk,north_east,1.7,5,3.6,3.6,0,,0,0
2.01E+13,2010.04.15,12:10:21 AM,37.97,42.22,turkey,siirt,kapili_sirvan,north_east,1.7,5,3.6,0,3.6,,0,0
2.01E+13,2010.08.16,12:41:22 AM,39.76,39,turkey,erzincan,dedeoglu_kemah,north_east,1.7,8.4,3.7,0,3.7,,0,0
2.01E+13,2011.05.20,12:29:04 AM,39.07,29.04,turkey,kutahya,yesilkoy_simav,north_east,1.7,5,3.5,0,3.5,,0,0
2.01E+13,2011.10.01,12:23:32 AM,39.71,38.74,turkey,erzincan,karaca_kemah,north_east,1.7,5.7,3.5,0,3.5,,0,0
2.01E+13,2011.10.22,12:55:58 AM,38.97,42.28,turkey,mus,karaburun_bulanik,north_east,1.7,5,3.7,0,3.7,,0,0
2.01E+13,2011.11.05,12:19:15 AM,38.81,43.5,turkey,van,derebey,north_east,1.7,6,4.5,0,4.4,,0,4.5
2.01E+13,2011.11.11,12:21:31 AM,38.78,43.73,turkey,van,dogangun_muradiye,north_east,1.7,8,3.8,0,3.8,,0,0
2.01E+13,2012.04.23,12:14:37 AM,39.11,29.14,turkey,kutahya,senkoy_simav,north_east,1.7,5.4,4.2,0,4.2,,0,0
2.01E+13,2012.05.03,12:25:27 AM,39.09,29.08,turkey,kutahya,kalkan_simav,north_east,1.7,4.4,4.2,0,4.2,,0,0
2.02E+13,2017.01.02,12:50:57 AM,39.54,26.13,turkey,canakkale,gulpinar_ayvacik,north_east,1.7,5.6,3.7,0,3.6,3.7,0,0
1.98E+13,1980.07.11,12:24:27 AM,38.8,29.17,turkey,usak,uckuyular,north,1.7,0,4.3,0,4.3,,0,4.1
1.98E+13,1983.09.23,12:50:57 AM,39.87,26.65,turkey,canakkale,ciftlik_bayramic,north,1.7,0,3.7,0,0,,0,3.7
1.99E+13,1991.07.22,12:49:50 AM,39.31,27.92,turkey,manisa,demirtas_kirkagac,north,1.7,13,4,0,0,,0,4
2.00E+13,1997.02.15,12:56:05 AM,37.94,37.83,turkey,malatya,karanlikdere_dogansehir,north,1.7,0,4.1,4.1,0,,0,0
2.00E+13,1999.07.24,12:05:48 AM,39.31,27.89,turkey,manisa,firdanlar_kirkagac,north,1.7,8,4.3,4.3,0,,0,0
2.00E+13,1999.11.12,12:38:00 AM,40.76,31.3,turkey,duzce,tavak_kaynasli,north,1.7,10,4.1,4.1,0,,0,0
2.00E+13,2001.10.17,12:27:14 AM,39.89,26.8,turkey,canakkale,osmaniye_bayramic,north,1.7,7,3.5,3.5,0,,0,0
2.00E+13,2002.06.04,12:12:53 AM,39.14,36.08,turkey,sivas,bestepe_gemerek,north,1.7,7,3.8,3.8,0,,0,0
2.00E+13,2004.03.28,12:25:17 AM,39.9,40.79,turkey,erzurum,abdalcik_askale,north,1.7,10,3.6,3.6,0,,0,0
2.00E+13,2004.06.22,12:28:33 AM,39.9,40.79,turkey,erzurum,abdalcik_askale,north,1.7,5,3.6,3.6,0,,0,0
2.01E+13,2008.06.29,12:37:04 AM,38.92,41.31,turkey,mus,yaygin,north,1.7,8,4,0,3.9,,0,4
2.01E+13,2010.03.16,12:33:28 AM,38.66,39.74,turkey,elazig,muratbagi_kovancilar,north,1.7,6.5,3.8,3.8,0,,0,0
2.01E+13,2011.02.25,12:20:09 AM,40.36,27.1,turkey,canakkale,eskibalikli_biga,north,1.7,6.9,3.8,0,3.8,,0,0
2.01E+13,2012.06.28,12:26:23 AM,38.85,27.24,turkey,manisa,korukoy,north,1.7,12.4,3.8,0,3.8,,0,0
2.01E+13,2014.09.23,12:24:37 AM,38.75,29.37,turkey,usak,cigerdede,north,1.7,5.5,3.6,0,3.6,,0,0
2.02E+13,2016.01.10,12:26:13 AM,39.57,34.35,turkey,kirsehir,hacidurakli_cicekdagi,north,1.7,3.1,3.6,0,3.6,0,0,0
1.97E+13,1971.05.12,12:44:10 AM,37.56,30.09,turkey,burdur,karacal,east,1.7,15,4.6,4.4,4.4,4.6,4.3,4.5
1.98E+13,1984.03.16,12:17:17 AM,38.32,26.6,turkey,izmir,barbaros_urla,east,1.7,10,3.8,0,0,,0,3.8
1.99E+13,1985.10.23,12:32:14 AM,38.83,27.7,turkey,manisa,dilek_saruhanli,east,1.7,10,3.5,0,0,,0,3.5
1.99E+13,1991.03.04,12:41:51 AM,38.26,30.27,turkey,afyonkarahisar,turkbelkavak_kiziloren,east,1.7,8,3.9,0,0,,0,3.9
2.00E+13,1997.11.23,12:32:29 AM,39.73,38.38,turkey,sivas,akkaya_imranli,east,1.7,4,3.9,3.9,0,,0,0
2.00E+13,1998.09.22,12:58:45 AM,36.98,36.94,turkey,gaziantep,yeniceli_islahiye,east,1.7,0,4.1,4.1,0,,0,0
2.00E+13,1999.04.01,12:57:51 AM,40.62,33.06,turkey,cankiri,yuva_orta,east,1.7,31,3.5,3.5,0,,0,0
2.00E+13,2000.06.06,12:35:25 AM,40.62,33.06,turkey,cankiri,yuva_orta,east,1.7,8,3.5,3.5,0,,0,0
2.00E+13,2004.05.24,12:23:52 AM,40.62,33.06,turkey,cankiri,yuva_orta,east,1.7,7,3.5,3.5,0,,0,0
2.01E+13,2011.11.11,12:45:09 AM,38.67,43.48,turkey,van,dilimli,east,1.7,6,4.2,0,4.2,,0,4.2
2.01E+13,2012.08.08,12:18:21 AM,39.24,34.36,turkey,kirsehir,eskidoganli_boztepe,east,1.7,5,3.5,0,3.5,,0,0
2.01E+13,2013.08.31,12:11:13 AM,39.41,28.22,turkey,balikesir,yagcibedir_bigadic,east,1.7,5,3.5,0,3.5,,0,0
2.02E+13,2017.02.25,12:06:03 AM,36.93,36.09,turkey,hatay,asagiburnaz_erzin,east,1.7,9.5,4.5,0,4.4,4.5,0,0
1.93E+13,1931.07.31,12:25:57 AM,41.02,39.55,turkey,trabzon,akcaabat,west,1.8,10,5.2,4.9,4.9,5.2,4.9,4.9
1.97E+13,1969.02.12,12:43:05 AM,40.7,30.29,turkey,sakarya,uzunkum_sapanca,west,1.8,30,4.6,4.4,4.4,4.6,4.3,4.5
1.97E+13,1970.04.25,12:37:05 AM,38.8,29.6,turkey,usak,ovacik_banaz,west,1.8,5,3.9,3.9,0,,0,0
1.97E+13,1971.10.10,12:10:54 AM,37.16,30.16,turkey,antalya,akyar_korkuteli,west,1.8,31,4.3,4.1,4.1,4.3,3.9,4.2
1.98E+13,1978.04.04,12:26:48 AM,36.93,29.12,turkey,denizli,karabayir_cameli,west,1.8,11,3.7,0,0,,0,3.7
1.98E+13,1984.09.10,12:12:32 AM,39.08,29.77,turkey,kutahya,oren_aslanapa,west,1.8,10,3.9,0,0,,0,3.9
2.00E+13,1999.02.21,12:18:32 AM,40.47,42.2,turkey,erzurum,kirecli_senkaya,west,1.8,0,3.7,3.7,0,,0,0
2.00E+13,1999.03.17,12:19:02 AM,40.67,31.97,turkey,bolu,ortakoy_dortdivan,west,1.8,17,3.6,3.6,0,,0,0
2.00E+13,1999.07.04,12:10:48 AM,40.81,32.87,turkey,cankiri,cerkes,west,1.8,22,3.8,3.8,0,,0,0
2.00E+13,2004.04.01,12:35:20 AM,39.95,40.8,turkey,erzurum,caykoy_askale,west,1.8,10,4.7,4.5,4.6,4.5,4.7,0
2.01E+13,2005.04.17,12:04:20 AM,39.4,40.79,turkey,bingol,sarikusak_karliova,west,1.8,13,3.9,3.9,3.9,,0,0
2.01E+13,2008.03.31,12:37:49 AM,40.61,34.8,turkey,corum,canakci,west,1.8,3.6,3.7,0,3.7,,0,0
2.01E+13,2009.07.28,12:33:13 AM,39.45,33.04,turkey,ankara,afsar_bala,west,1.8,5,3.5,3.4,3.5,,0,0
2.01E+13,2011.05.13,12:38:40 AM,40.41,43.3,turkey,kars,mahirbey_digor,west,1.8,3.2,3.5,3.5,0,,0,0
2.01E+13,2011.08.17,12:27:48 AM,36.89,30.99,turkey,antalya,kadriye_serik,west,1.8,111.4,3.6,3.6,0,,0,0
2.01E+13,2011.10.25,12:46:56 AM,38.79,43.47,turkey,van,derebey,west,1.8,5,3.5,0,3.5,,0,0
2.02E+13,2017.07.25,12:13:24 AM,38,38.42,turkey,adiyaman,inlice_sincik,west,1.8,1.4,3.8,0,3.6,3.8,0,0
1.94E+13,1940.02.02,12:46:21 AM,39.6,38.1,turkey,sivas,kaledibi_divrigi,south_west,1.8,30,4.7,4.6,4.6,4.7,4.5,4.6
1.94E+13,1940.02.03,12:34:06 AM,39.6,38.1,turkey,sivas,kaledibi_divrigi,south_west,1.8,5,4.5,4.5,0,,0,0
1.95E+13,1952.01.26,12:50:00 AM,39.1,26.9,turkey,izmir,kizilcukur_dikili,south_west,1.8,30,4.8,4.7,4.6,4.8,4.6,4.7
1.95E+13,1953.10.14,12:13:58 AM,38.7,41.9,turkey,mus,icbogaz_korkut,south_west,1.8,30,4.7,4.6,4.6,4.7,4.5,4.6
1.97E+13,1965.07.13,12:19:01 AM,37.5,27.8,turkey,aydin,isiklar_karpuzlu,south_west,1.8,35,4.7,4.6,4.6,4.7,4.5,4.4
1.97E+13,1970.04.30,12:58:22 AM,39.31,29.31,turkey,kutahya,bahatlar_emet,south_west,1.8,25,4.9,4.7,4.6,4.9,4.6,4.6
1.97E+13,1970.12.21,12:22:25 AM,39.09,29.41,turkey,kutahya,akkaya_gediz,south_west,1.8,27,4.3,4.1,4.1,4.3,3.9,4.2
1.97E+13,1971.06.19,12:27:17 AM,37.16,29.64,turkey,burdur,kayacik_cavdir,south_west,1.8,34,5,4.7,4.5,5,4.7,4.7
1.97E+13,1971.09.21,12:04:19 AM,38.58,44.14,turkey,van,degirmigol_saray,south_west,1.8,17,4.6,4.4,4.4,4.6,4.3,4.3
1.97E+13,1972.06.23,12:16:03 AM,39.16,29.17,turkey,kutahya,ulaslar_hisarcik,south_west,1.8,20,4.4,4.2,4.2,4.4,4,4.3
1.98E+13,1975.09.06,12:11:02 AM,38.6,40.8,turkey,bingol,saggoze_genc,south_west,1.8,166,4.4,0,0,,0,4.4
1.98E+13,1976.01.19,12:06:45 AM,38.92,29.3,turkey,kutahya,abide_gediz,south_west,1.8,0,3.5,0,0,,0,3.5
1.98E+13,1976.05.17,12:39:09 AM,39.25,29.16,turkey,kutahya,hasanlar_hisarcik,south_west,1.8,24,3.7,0,0,,0,3.7
1.98E+13,1976.06.21,12:05:05 AM,39.88,43.65,turkey,igdir,gulluce_tuzluca,south_west,1.8,35,4.4,0,0,,0,4.4
1.98E+13,1976.08.22,12:46:02 AM,38.79,27.7,turkey,manisa,kemiklidere_saruhanli,south_west,1.8,0,3.6,0,3.5,,0,3.6
1.98E+13,1976.11.24,12:49:04 AM,39.01,26.9,turkey,izmir,esentepe_dikili,south_west,1.8,0,3.6,0,0,,0,3.6
1.98E+13,1977.09.15,12:19:45 AM,39.13,43.9,turkey,van,caldiran,south_west,1.8,34,4.7,0,0,,0,4.7
1.98E+13,1978.03.14,12:07:13 AM,36.98,28.7,turkey,mugla,yesilkoy_koycegiz,south_west,1.8,4,3.7,0,0,,0,3.7
1.98E+13,1981.06.23,12:16:58 AM,37.03,28.91,turkey,mugla,otmanlar_koycegiz,south_west,1.8,10,3.6,0,0,,0,3.6
1.98E+13,1984.04.20,12:48:39 AM,40.83,30.11,turkey,kocaeli,baloren_izmit,south_west,1.8,4,3.7,0,0,,0,3.7
1.99E+13,1986.05.03,12:52:51 AM,40.6,27.64,turkey,balikesir,topagac_marmara,south_west,1.8,10,3.6,0,0,,0,3.6
1.99E+13,1986.06.03,12:35:54 AM,39.46,28.36,turkey,balikesir,topalak_bigadic,south_west,1.8,9,4.3,0,0,,0,4.3
1.99E+13,1986.06.25,12:48:22 AM,39.46,28.36,turkey,balikesir,topalak_bigadic,south_west,1.8,5,3.9,0,0,,0,3.9
1.99E+13,1988.12.07,12:57:06 AM,40.9,43.2,turkey,kars,kardestepe_arpacay,south_west,1.8,10,4.4,0,0,,0,4.4
1.99E+13,1989.02.24,12:24:23 AM,37.77,29.32,turkey,denizli,kizilyer_honaz,south_west,1.8,4,3.6,3.6,0,,0,0
1.99E+13,1989.04.13,12:08:40 AM,38.63,27.16,turkey,izmir,suleymanli_menemen,south_west,1.8,10,3.7,3.7,0,,0,0
1.99E+13,1989.08.02,12:13:26 AM,37.02,27.82,turkey,mugla,bozalan_milas,south_west,1.8,12,3.6,3.6,0,,0,0
1.99E+13,1990.07.18,12:22:33 AM,37,29.5,turkey,burdur,corten_altinyayla,south_west,1.8,10,3.5,3.5,0,,0,0
1.99E+13,1990.07.19,12:39:04 AM,37,29.5,turkey,burdur,corten_altinyayla,south_west,1.8,10,3.7,3.7,0,,0,0
1.99E+13,1990.07.19,12:40:56 AM,37,29.5,turkey,burdur,corten_altinyayla,south_west,1.8,9,3.5,3.5,0,,0,0
1.99E+13,1990.07.20,12:59:29 AM,37,29.5,turkey,burdur,corten_altinyayla,south_west,1.8,10,3.6,3.6,0,,0,0
1.99E+13,1990.07.21,12:17:34 AM,37,29.5,turkey,burdur,corten_altinyayla,south_west,1.8,10,3.5,3.5,0,,0,0
1.99E+13,1990.07.25,12:58:09 AM,37,29.5,turkey,burdur,corten_altinyayla,south_west,1.8,10,3.5,3.5,0,,0,0
1.99E+13,1990.08.04,12:19:25 AM,37,29.5,turkey,burdur,corten_altinyayla,south_west,1.8,23,3.5,3.5,0,,0,0
1.99E+13,1990.08.11,12:11:41 AM,37,29.5,turkey,burdur,corten_altinyayla,south_west,1.8,10,3.6,3.6,0,,0,0
1.99E+13,1990.10.25,12:38:55 AM,37,29.5,turkey,burdur,corten_altinyayla,south_west,1.8,10,3.7,3.7,0,,0,0
1.99E+13,1990.10.25,12:17:09 AM,37,29.5,turkey,burdur,corten_altinyayla,south_west,1.8,10,3.7,3.7,0,,0,0
1.99E+13,1991.02.20,12:48:07 AM,39.53,28.34,turkey,balikesir,kumlu_dursunbey,south_west,1.8,10,3.5,3.5,0,,0,0
1.99E+13,1991.04.03,12:56:42 AM,37,29.5,turkey,burdur,corten_altinyayla,south_west,1.8,12,3.5,3.5,0,,0,0
1.99E+13,1991.04.06,12:17:23 AM,37,29.5,turkey,burdur,corten_altinyayla,south_west,1.8,17,3.6,3.6,0,,0,0
1.99E+13,1991.04.26,12:57:41 AM,37,29.5,turkey,burdur,corten_altinyayla,south_west,1.8,7,3.5,3.5,0,,0,0
1.99E+13,1991.07.29,12:01:03 AM,36.94,29.23,turkey,denizli,elmali_cameli,south_west,1.8,10,3.7,0,0,,0,3.7
1.99E+13,1992.03.05,12:01:35 AM,40.44,30.13,turkey,sakarya,kozan_geyve,south_west,1.8,11,3.5,3.5,0,,0,0
1.99E+13,1992.09.10,12:07:49 AM,39.62,39.78,turkey,erzincan,demirpinar_uzumlu,south_west,1.8,33,4.1,0,0,,0,4.1
1.99E+13,1993.06.06,12:16:11 AM,39.42,28.34,turkey,balikesir,davutca_bigadic,south_west,1.8,6,4,4,0,,0,3.9
2.00E+13,1995.10.01,12:56:19 AM,38.18,30.08,turkey,afyonkarahisar,cerityaylasi_dinar,south_west,1.8,0,3.5,3.5,0,,0,0
2.00E+13,1995.10.02,12:34:21 AM,38.18,30.08,turkey,afyonkarahisar,cerityaylasi_dinar,south_west,1.8,0,3.5,3.5,0,,0,0
2.00E+13,1996.07.19,12:36:45 AM,37.48,36.3,turkey,kahramanmaras,haciveliusagi_andirin,south_west,1.8,27,3.9,3.9,0,,0,0
2.00E+13,1998.11.02,12:44:23 AM,39.26,28.25,turkey,balikesir,yolcupinar_sindirgi,south_west,1.8,9,3.7,3.7,0,,0,0
2.00E+13,1999.04.19,12:16:49 AM,36.98,37.03,turkey,kilis,yastica_musabeyli,south_west,1.8,13,4.4,4.4,0,,0,0
2.00E+13,2001.04.02,12:58:12 AM,38.31,37.4,turkey,kahramanmaras,aksakal_elbistan,south_west,1.8,6,4,4,0,,0,0
2.00E+13,2002.06.03,12:50:52 AM,38.19,43.23,turkey,van,derebasi_catak,south_west,1.8,36,3.5,3.5,0,,0,0
2.00E+13,2004.03.25,12:09:22 AM,39.93,40.75,turkey,erzurum,kucukgecit_askale,south_west,1.8,10,4.3,4.2,4.3,,0,0
2.00E+13,2004.12.21,12:23:33 AM,37.05,28.19,turkey,mugla,kiran,south_west,1.8,10,4.2,0,4,,0,4.2
2.01E+13,2005.03.06,12:19:46 AM,37.65,43.53,turkey,hakkari,pinarca,south_west,1.8,11.2,3.6,3.6,0,,0,0
2.01E+13,2005.03.14,12:17:26 AM,39.39,40.88,turkey,bingol,ortakoy_karliova,south_west,1.8,13.1,3.6,3.6,0,,0,0
2.01E+13,2005.03.23,12:44:51 AM,39.39,40.8,turkey,bingol,sarikusak_karliova,south_west,1.8,5,5.7,0,5.5,5.7,0,0
2.01E+13,2005.06.20,12:16:21 AM,38.39,30.81,turkey,afyonkarahisar,armutlu_cay,south_west,1.8,16.6,3.5,3.5,0,,0,0
2.01E+13,2005.08.02,12:14:30 AM,39.43,33.16,turkey,ankara,yeniyapansihli_bala,south_west,1.8,7.4,3.5,3.5,0,,0,0
2.01E+13,2007.01.23,12:21:57 AM,38.12,28.75,turkey,denizli,beyler_buldan,south_west,1.8,3.6,4.5,0,4.5,,0,0
2.01E+13,2008.01.14,12:06:27 AM,40.55,34.76,turkey,corum,morsunbul,south_west,1.8,7,4.1,0,4.1,,0,0
2.01E+13,2008.06.29,12:57:37 AM,37.02,29.18,turkey,denizli,sarikavak_cameli,south_west,1.8,7.9,3.5,3.5,0,,0,0
2.01E+13,2008.09.28,12:46:06 AM,40.45,34.61,turkey,corum,eskikaradona,south_west,1.8,5,3.6,3.6,0,,0,0
2.01E+13,2008.11.24,12:46:22 AM,39.98,28.18,turkey,balikesir,yahyakoy_susurluk,south_west,1.8,12.7,3.8,0,3.8,,0,0
2.01E+13,2010.03.20,12:26:16 AM,40.4,42.26,turkey,erzurum,esenyurt_senkaya,south_west,1.8,5,3.8,3.8,0,,0,0
2.01E+13,2010.10.30,12:42:59 AM,38.8,27.75,turkey,manisa,beyoba_akhisar,south_west,1.8,3,3.7,0,3.7,,0,0
2.01E+13,2010.12.16,12:41:46 AM,37.86,27.33,turkey,aydin,yenikoy_kusadasi,south_west,1.8,6.5,3.5,0,3.5,,0,0
2.01E+13,2011.03.16,12:18:02 AM,37.31,30.48,turkey,burdur,ugurlu_bucak,south_west,1.8,7.7,4.4,0,4.1,,0,4.4
2.01E+13,2011.05.28,12:21:14 AM,39.12,29.06,turkey,kutahya,sogut_simav,south_west,1.8,7,3.5,0,3.5,,0,0
2.01E+13,2011.10.23,12:53:42 AM,38.83,43.39,turkey,van,kumluca,south_west,1.8,5.6,3.6,0,3.6,,0,0
2.01E+13,2011.11.14,12:36:37 AM,38.61,43.47,turkey,van,comakli,south_west,1.8,6,3.5,0,3.5,,0,0
2.01E+13,2011.12.21,12:22:17 AM,39.51,36.65,turkey,sivas,gozmen,south_west,1.8,5,3.6,0,3.6,,0,0
2.01E+13,2012.02.08,12:47:01 AM,38.69,43.63,turkey,van,karagunduz,south_west,1.8,5,3.7,0,3.7,,0,0
2.01E+13,2012.12.23,12:31:50 AM,39.43,28.24,turkey,balikesir,ilyaslar_bigadic,south_west,1.8,14.3,3.6,0,3.6,,0,0
2.01E+13,2013.03.17,12:03:05 AM,39.28,27.84,turkey,manisa,gokcukur_kirkagac,south_west,1.8,8,3.8,0,3.8,3.5,0,0
2.01E+13,2014.06.08,12:07:26 AM,38.85,27.16,turkey,manisa,karaahmetli,south_west,1.8,12.6,3.7,0,3.7,,0,0
2.02E+13,2015.05.24,12:51:23 AM,38.89,43.59,turkey,van,saglamtas,south_west,1.8,5,3.5,0,3.5,,0,0
2.02E+13,2015.09.29,12:30:12 AM,37.01,28.37,turkey,mugla,sirinkoy_ula,south_west,1.8,5.8,3.6,0,3.6,,0,0
2.02E+13,2016.01.07,12:01:46 AM,38.9,43.54,turkey,van,colpan,south_west,1.8,5,4.4,0,4.4,4.5,0,0
2.02E+13,2017.02.06,12:58:01 AM,39.52,26.1,turkey,canakkale,gulpinar_ayvacik,south_west,1.8,13.9,5.3,0,5.3,5.1,0,0
1.94E+13,1939.12.28,12:25:28 AM,40.47,37,turkey,tokat,kokluce_niksar,south_east,1.8,40,5.8,5.5,5.5,5.8,5.7,5.5
1.97E+13,1966.06.19,12:55:30 AM,38.55,27.35,turkey,manisa,karakoca,south_east,1.8,9,4.9,4.8,4.8,4.9,4.8,4.6
1.97E+13,1968.05.25,12:29:26 AM,40.86,42.16,turkey,erzurum,ilikaynak_olur,south_east,1.8,9,4.7,4.5,4.5,4.7,4.4,4.6
1.97E+13,1970.04.13,12:16:00 AM,39.32,29.03,turkey,kutahya,yukaridolaylar_simav,south_east,1.8,15,4.7,4.6,4.6,4.7,4.5,4.4
1.97E+13,1971.06.23,12:54:10 AM,37.55,29.76,turkey,burdur,isiklar_yesilova,south_east,1.8,20,4.1,4.1,0,,0,0
1.97E+13,1973.08.01,12:56:09 AM,40.91,34.6,turkey,corum,catak_osmancik,south_east,1.8,19,4.3,4.1,4.1,4.3,3.9,4.2
1.97E+13,1973.08.03,12:34:42 AM,39.3,29.2,turkey,kutahya,yenice_emet,south_east,1.8,5,4.1,4.1,0,,0,0
1.98E+13,1976.08.22,12:28:51 AM,39.35,29.03,turkey,kutahya,sudosegi_simav,south_east,1.8,23,4.8,0,4.8,,4.5,4.8
1.98E+13,1979.07.19,12:51:46 AM,38.53,26.58,turkey,izmir,eglenhoca_karaburun,south_east,1.8,19,3.7,0,0,,0,3.7
1.98E+13,1983.07.27,12:30:16 AM,39.53,26.2,turkey,canakkale,yukarikoy_ayvacik,south_east,1.8,10,3.5,0,0,,0,3.5
1.98E+13,1983.10.22,12:26:28 AM,39.43,27.92,turkey,balikesir,bayat,south_east,1.8,6,3.5,0,0,,0,3.5
1.98E+13,1984.03.01,12:39:33 AM,39.25,27.98,turkey,balikesir,egridere_sindirgi,south_east,1.8,4,4,0,0,,0,4
1.99E+13,1985.11.13,12:21:22 AM,39.01,28.6,turkey,manisa,yesiloba_demirci,south_east,1.8,10,3.5,0,0,,0,3.5
1.99E+13,1988.02.23,12:19:18 AM,36.81,28.94,turkey,mugla,kayadibi_dalaman,south_east,1.8,10,3.9,3.9,0,,0,0
1.99E+13,1990.01.10,12:50:43 AM,39.26,28.28,turkey,balikesir,yolcupinar_sindirgi,south_east,1.8,7,3.5,3.5,0,,0,0
1.99E+13,1991.11.30,12:57:55 AM,39.32,28.13,turkey,balikesir,armutlu_sindirgi,south_east,1.8,10,4.1,4.1,0,,0,0
1.99E+13,1992.05.15,12:49:02 AM,37.71,27.7,turkey,aydin,birci_kocarli,south_east,1.8,10,4.2,0,0,,0,4.2
2.00E+13,1995.02.09,12:00:29 AM,36.78,29,turkey,mugla,gokceovacik_fethiye,south_east,1.8,12,3.5,3.5,0,,0,0
2.00E+13,1995.10.23,12:17:20 AM,38.22,28.79,turkey,manisa,bahadirlar_sarigol,south_east,1.8,8,3.5,3.5,0,,0,0
2.00E+13,1997.05.04,12:39:08 AM,39.06,38.74,turkey,erzincan,cakirtas_kemaliye,south_east,1.8,5,3.6,3.6,0,,0,0
2.00E+13,1997.06.16,12:00:41 AM,37.95,29.12,turkey,denizli,karahayit,south_east,1.8,2,3.8,3.8,0,,0,0
2.00E+13,1997.08.10,12:26:05 AM,38.18,39.06,turkey,malatya,yamackoy_puturge,south_east,1.8,0,4,4,0,,0,0
2.00E+13,1999.08.18,12:30:57 AM,40.65,29.67,turkey,kocaeli,nusretiye_karamursel,south_east,1.8,5,4,4,0,,0,0
2.00E+13,2000.03.15,12:13:35 AM,36.89,36.94,turkey,kilis,balikli_musabeyli,south_east,1.8,11,3.5,3.5,0,,0,0
2.00E+13,2000.04.30,12:43:53 AM,40.64,32.96,turkey,cankiri,elden_orta,south_east,1.8,7,3.6,3.6,0,,0,0
2.00E+13,2000.06.09,12:59:39 AM,40.93,32.97,turkey,cankiri,ulukoy_cerkes,south_east,1.8,0,3.5,3.5,0,,0,0
2.00E+13,2003.05.05,12:57:03 AM,39.04,40.45,turkey,bingol,sudugunu,south_east,1.8,10,3.5,3.5,0,,0,0
2.00E+13,2003.05.19,12:42:00 AM,39.04,40.45,turkey,bingol,sudugunu,south_east,1.8,10,4,4,0,,0,0
